,customer_id,customer_age,gender_male,gender_female,total_purchase_last_3_months,purchase_month_1,purchase_month_2,purchase_month_3,purchase_week_1,purchase_week_2,purchase_week_3,purchase_week_4,category_books,category_clothing,category_electronics,category_home,most_common_payment_method_cash,most_common_payment_method_credit_card,most_common_payment_method_crypto,most_common_payment_method_paypal
1217,12179,52,1,0,7102,5618.0,1484.0,0.0,1924.0,0.0,0.0,5178.0,10.0,2.0,3.0,5.0,0,1,0,0
1225,41187,27,0,1,805,805.0,0.0,0.0,805.0,0.0,0.0,0.0,11.0,13.0,0.0,3.0,0,1,0,0
1232,30366,18,1,0,2278,2278.0,0.0,0.0,2278.0,0.0,0.0,0.0,6.0,5.0,5.0,5.0,0,1,0,0
1238,31456,66,1,0,6210,2945.0,3265.0,0.0,2945.0,0.0,0.0,3265.0,5.0,0.0,3.0,8.0,1,0,0,0
1243,46606,46,0,1,1245,1245.0,0.0,0.0,1245.0,0.0,0.0,0.0,13.0,14.0,1.0,2.0,0,1,0,0
1252,46829,52,0,1,5788,4418.0,0.0,1370.0,4418.0,0.0,0.0,1370.0,10.0,5.0,1.0,5.0,0,0,0,1
1259,27831,57,1,0,5319,5319.0,0.0,0.0,2457.0,0.0,2862.0,0.0,11.0,5.0,1.0,7.0,1,0,0,0
1269,2728,46,0,1,5636,1442.0,0.0,4194.0,1442.0,0.0,0.0,5076.0,7.0,6.0,15.0,0.0,1,0,0,0
1277,19296,68,1,0,4148,4148.0,0.0,0.0,4148.0,0.0,0.0,0.0,4.0,2.0,5.0,8.0,0,0,1,0
1282,18131,33,1,0,4680,4680.0,0.0,0.0,4680.0,0.0,0.0,0.0,4.0,0.0,5.0,4.0,0,0,0,1
1287,26499,45,1,0,4839,4839.0,0.0,0.0,4839.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0,0,0,1
1289,4742,44,1,0,3815,3815.0,0.0,0.0,3815.0,0.0,0.0,0.0,4.0,8.0,0.0,0.0,0,1,0,0
1293,31914,62,1,0,2713,2713.0,0.0,0.0,2713.0,0.0,0.0,0.0,0.0,7.0,3.0,5.0,0,1,0,0
1298,20287,59,1,0,3791,3791.0,0.0,0.0,3791.0,0.0,0.0,2265.0,6.0,3.0,7.0,4.0,0,0,0,1
1305,49611,19,1,0,3775,3775.0,0.0,0.0,3775.0,0.0,0.0,0.0,6.0,4.0,0.0,4.0,0,1,0,0
1309,35869,29,1,0,1934,1934.0,0.0,0.0,1934.0,0.0,0.0,0.0,3.0,1.0,3.0,6.0,1,0,0,0
1314,10020,69,0,1,2168,2168.0,0.0,0.0,2168.0,0.0,0.0,0.0,0.0,15.0,1.0,3.0,0,1,0,0
1320,9416,43,0,1,5074,5074.0,0.0,0.0,5074.0,0.0,0.0,0.0,3.0,13.0,0.0,7.0,0,1,0,0
1328,32971,24,0,1,4878,3637.0,0.0,1241.0,3637.0,0.0,0.0,1241.0,0.0,7.0,1.0,5.0,1,0,0,0
1333,19216,49,0,1,1515,1515.0,0.0,0.0,1515.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0,1,0,0
1336,12335,18,0,1,6032,6032.0,0.0,0.0,2972.0,0.0,3060.0,0.0,13.0,6.0,0.0,0.0,0,1,0,0
1341,22158,20,1,0,664,664.0,0.0,0.0,664.0,0.0,0.0,0.0,5.0,8.0,4.0,5.0,0,0,0,1
1348,46709,45,0,1,4410,4410.0,0.0,0.0,4410.0,0.0,0.0,0.0,8.0,6.0,0.0,4.0,0,0,0,1
1355,32346,50,0,1,2749,2749.0,0.0,0.0,2749.0,0.0,0.0,0.0,6.0,4.0,4.0,0.0,1,0,0,0
1360,17088,66,1,0,2254,2254.0,0.0,0.0,2254.0,0.0,0.0,2792.0,11.0,11.0,3.0,1.0,0,1,0,0
1368,48448,40,0,1,3253,3253.0,0.0,0.0,3253.0,0.0,0.0,0.0,3.0,6.0,3.0,5.0,0,0,0,1
1375,31907,47,0,1,616,616.0,0.0,0.0,616.0,0.0,0.0,0.0,2.0,6.0,1.0,0.0,1,0,0,0
1381,39644,51,1,0,2332,2332.0,0.0,0.0,2332.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,1,0,0,0
1384,19121,50,0,1,7783,4064.0,3719.0,0.0,4064.0,0.0,0.0,3719.0,8.0,3.0,5.0,0.0,0,0,0,1
1390,19215,54,1,0,2375,2375.0,0.0,0.0,2375.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0,1,0,0
1393,22239,24,1,0,1152,1152.0,0.0,0.0,1152.0,0.0,0.0,0.0,3.0,15.0,0.0,0.0,1,0,0,0
1398,48180,19,0,1,3808,3808.0,0.0,0.0,3808.0,0.0,0.0,0.0,5.0,1.0,0.0,3.0,0,1,0,0
1403,29363,43,1,0,4027,4027.0,0.0,0.0,4027.0,0.0,0.0,0.0,8.0,6.0,2.0,8.0,0,0,0,1
1410,44605,31,0,1,3318,3318.0,0.0,0.0,1338.0,1980.0,0.0,0.0,10.0,3.0,5.0,0.0,1,0,0,0
1415,40699,59,0,1,3407,3407.0,0.0,0.0,3407.0,0.0,0.0,0.0,1.0,7.0,7.0,0.0,0,0,1,0
1420,40935,53,0,1,5115,5115.0,0.0,0.0,5115.0,0.0,0.0,0.0,14.0,4.0,4.0,0.0,1,0,0,0
1426,37217,34,0,1,5144,5144.0,0.0,0.0,4881.0,0.0,0.0,3068.0,4.0,6.0,0.0,11.0,0,1,0,0
1433,23914,55,1,0,2652,2652.0,0.0,0.0,2652.0,0.0,0.0,4971.0,0.0,5.0,4.0,0.0,0,0,0,1
1437,2157,27,1,0,3216,1621.0,1595.0,0.0,1107.0,0.0,514.0,1595.0,4.0,10.0,2.0,0.0,0,1,0,0
1444,15677,46,0,1,4945,4945.0,0.0,0.0,4945.0,0.0,0.0,0.0,6.0,5.0,0.0,5.0,0,1,0,0
1449,36099,25,0,1,1776,1776.0,0.0,0.0,1776.0,0.0,0.0,0.0,5.0,3.0,0.0,2.0,0,1,0,0
1453,16006,37,0,1,3234,1408.0,0.0,1826.0,1408.0,0.0,0.0,1826.0,13.0,17.0,4.0,8.0,0,1,0,0
1465,1673,19,1,0,7519,3090.0,0.0,4429.0,1186.0,0.0,0.0,6333.0,4.0,4.0,5.0,0.0,1,0,0,0
1468,33377,63,1,0,5288,4283.0,1005.0,0.0,354.0,0.0,0.0,4934.0,6.0,5.0,2.0,8.0,0,0,0,1
1474,43766,28,0,1,3494,3054.0,0.0,440.0,3054.0,0.0,0.0,440.0,9.0,0.0,0.0,2.0,0,1,0,0
1480,4299,58,0,1,5219,5219.0,0.0,0.0,5219.0,0.0,0.0,0.0,4.0,0.0,0.0,6.0,1,0,0,0
1483,35043,61,0,1,7304,7304.0,0.0,0.0,4051.0,3253.0,0.0,0.0,2.0,11.0,6.0,0.0,0,1,0,0
1490,17282,30,1,0,2149,2149.0,0.0,0.0,2149.0,0.0,0.0,0.0,0.0,7.0,4.0,0.0,0,0,0,1
1496,29184,19,1,0,222,222.0,0.0,0.0,222.0,0.0,0.0,0.0,4.0,15.0,0.0,13.0,1,0,0,0
1504,14402,19,1,0,2965,441.0,2524.0,0.0,441.0,0.0,0.0,2524.0,3.0,0.0,3.0,5.0,0,0,0,1
1508,37400,61,0,1,3216,3216.0,0.0,0.0,3216.0,0.0,0.0,0.0,11.0,7.0,3.0,1.0,1,0,0,0
1516,33755,51,1,0,4046,4046.0,0.0,0.0,2650.0,0.0,0.0,2836.0,8.0,5.0,13.0,3.0,1,0,0,0
1525,23680,50,1,0,4858,4858.0,0.0,0.0,4858.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0,1,0,0
1528,3322,52,1,0,6310,6310.0,0.0,0.0,3765.0,0.0,0.0,2545.0,3.0,0.0,4.0,3.0,0,1,0,0
1531,2533,41,1,0,2033,2033.0,0.0,0.0,2033.0,0.0,0.0,0.0,10.0,0.0,5.0,0.0,1,0,0,0
1536,22083,70,0,1,5084,4343.0,741.0,0.0,4343.0,0.0,0.0,741.0,2.0,9.0,4.0,0.0,0,0,0,1
1541,26568,33,1,0,3347,3347.0,0.0,0.0,3347.0,0.0,0.0,0.0,6.0,0.0,5.0,4.0,0,1,0,0
1545,38085,44,0,1,4857,4857.0,0.0,0.0,4857.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0,0,0,1
1546,28441,37,1,0,3154,3154.0,0.0,0.0,3154.0,0.0,0.0,0.0,14.0,6.0,4.0,0.0,0,1,0,0
1555,8321,49,0,1,2889,2889.0,0.0,0.0,2889.0,0.0,0.0,0.0,4.0,0.0,5.0,1.0,0,0,1,0
1559,41513,37,0,1,4230,4230.0,0.0,0.0,4230.0,0.0,0.0,2624.0,9.0,1.0,7.0,5.0,1,0,0,0
1565,24239,27,1,0,7271,7271.0,0.0,0.0,4935.0,0.0,2336.0,0.0,7.0,4.0,11.0,5.0,0,1,0,0
1574,48435,22,1,0,4472,4472.0,0.0,0.0,4472.0,0.0,0.0,0.0,0.0,3.0,7.0,2.0,1,0,0,0
1578,16242,60,1,0,5222,5222.0,0.0,0.0,5222.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0,1,0,0
1583,16918,22,1,0,628,237.0,0.0,391.0,237.0,0.0,0.0,4504.0,8.0,2.0,8.0,6.0,0,1,0,0
1591,38243,54,1,0,7972,3920.0,0.0,4052.0,3920.0,0.0,0.0,4052.0,5.0,6.0,0.0,14.0,0,0,0,1
1599,11454,33,1,0,556,556.0,0.0,0.0,556.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0,1,0,0
1602,22711,43,0,1,4852,4852.0,0.0,0.0,4852.0,0.0,0.0,0.0,5.0,3.0,5.0,4.0,1,0,0,0
1608,1071,25,1,0,4037,4037.0,0.0,0.0,4037.0,0.0,0.0,0.0,2.0,8.0,2.0,2.0,0,1,0,0
1614,15593,61,1,0,2915,1452.0,0.0,1463.0,1452.0,0.0,0.0,1463.0,10.0,9.0,3.0,0.0,0,0,0,1
1620,6369,42,0,1,779,779.0,0.0,0.0,779.0,0.0,0.0,0.0,6.0,3.0,2.0,14.0,0,1,0,0
1628,12904,34,0,1,2982,2982.0,0.0,0.0,2982.0,0.0,0.0,0.0,4.0,8.0,5.0,2.0,0,1,0,0
1635,45018,24,1,0,3811,3811.0,0.0,0.0,1130.0,2681.0,0.0,0.0,2.0,6.0,2.0,5.0,0,0,0,1
1640,27113,66,1,0,7396,7396.0,0.0,0.0,4972.0,0.0,0.0,2424.0,12.0,3.0,4.0,0.0,0,1,0,0
1646,5666,50,1,0,1552,1552.0,0.0,0.0,1552.0,0.0,0.0,0.0,0.0,4.0,0.0,6.0,0,1,0,0
1650,19113,50,1,0,4029,4029.0,0.0,0.0,1357.0,0.0,2672.0,5129.0,8.0,2.0,2.0,12.0,0,1,0,0
1657,9859,43,1,0,3734,3734.0,0.0,0.0,3734.0,0.0,0.0,0.0,10.0,1.0,7.0,8.0,0,1,0,0
1665,29719,64,0,1,2747,2747.0,0.0,0.0,2747.0,0.0,0.0,0.0,9.0,2.0,5.0,5.0,0,1,0,0
1672,24384,59,0,1,2464,2464.0,0.0,0.0,2464.0,0.0,0.0,0.0,8.0,10.0,6.0,7.0,0,0,0,1
1683,2102,59,0,1,4082,4082.0,0.0,0.0,4082.0,0.0,0.0,0.0,4.0,5.0,4.0,0.0,1,0,0,0
1687,34604,33,0,1,6156,6156.0,0.0,0.0,6156.0,0.0,0.0,2998.0,10.0,0.0,3.0,0.0,1,0,0,0
1692,43438,49,1,0,4597,4597.0,0.0,0.0,1836.0,0.0,2761.0,0.0,11.0,8.0,5.0,9.0,0,1,0,0
1701,45565,60,1,0,2360,496.0,1864.0,0.0,496.0,0.0,0.0,1864.0,7.0,0.0,8.0,8.0,0,1,0,0
1707,35054,46,0,1,9769,9769.0,0.0,0.0,9769.0,0.0,0.0,0.0,1.0,7.0,0.0,4.0,1,0,0,0
1712,25525,56,0,1,5343,5343.0,0.0,0.0,838.0,0.0,0.0,4505.0,2.0,8.0,0.0,4.0,0,1,0,0
1717,34312,54,0,1,3635,3635.0,0.0,0.0,3635.0,0.0,0.0,0.0,12.0,6.0,0.0,7.0,1,0,0,0
1727,36900,27,1,0,6391,4406.0,1985.0,0.0,4406.0,0.0,0.0,1985.0,0.0,7.0,1.0,4.0,0,0,0,1
1732,7445,23,0,1,1130,1130.0,0.0,0.0,1130.0,0.0,0.0,4050.0,0.0,3.0,13.0,3.0,0,1,0,0
1738,21582,44,0,1,2878,2878.0,0.0,0.0,2878.0,0.0,0.0,0.0,2.0,17.0,3.0,3.0,1,0,0,0
1749,37866,36,1,0,3911,3911.0,0.0,0.0,3911.0,0.0,0.0,0.0,5.0,9.0,0.0,1.0,1,0,0,0
1753,12148,66,1,0,1948,1948.0,0.0,0.0,1948.0,0.0,0.0,0.0,0.0,12.0,6.0,5.0,0,1,0,0
1760,45621,19,0,1,3363,3128.0,235.0,0.0,3128.0,0.0,0.0,235.0,3.0,1.0,0.0,4.0,0,0,0,1
1764,20810,48,0,1,3743,3743.0,0.0,0.0,3743.0,0.0,0.0,0.0,3.0,14.0,0.0,0.0,0,1,0,0
1768,8691,37,1,0,3733,1894.0,1839.0,0.0,1894.0,0.0,0.0,1839.0,11.0,2.0,0.0,5.0,0,1,0,0
1773,21823,42,0,1,3026,3026.0,0.0,0.0,3026.0,0.0,0.0,0.0,8.0,13.0,4.0,7.0,0,0,1,0
1781,20664,61,0,1,2854,2854.0,0.0,0.0,2854.0,0.0,0.0,0.0,6.0,8.0,5.0,4.0,0,1,0,0
1787,49271,18,0,1,212,212.0,0.0,0.0,212.0,0.0,0.0,0.0,5.0,11.0,5.0,6.0,0,1,0,0
1794,16518,56,0,1,5197,5197.0,0.0,0.0,5197.0,0.0,0.0,0.0,9.0,7.0,4.0,4.0,0,1,0,0
1800,6311,34,0,1,4316,4316.0,0.0,0.0,4316.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,0,1,0,0
1804,41921,34,1,0,4934,4934.0,0.0,0.0,4432.0,0.0,0.0,502.0,8.0,6.0,0.0,0.0,0,1,0,0
1809,36103,25,0,1,4206,4206.0,0.0,0.0,1802.0,0.0,2404.0,0.0,2.0,1.0,0.0,1.0,0,1,0,0
1812,31148,36,0,1,2722,2722.0,0.0,0.0,2722.0,0.0,0.0,0.0,10.0,4.0,2.0,2.0,1,0,0,0
1818,8566,28,0,1,1654,1654.0,0.0,0.0,1654.0,0.0,0.0,390.0,6.0,5.0,2.0,3.0,1,0,0,0
1823,19914,23,1,0,4783,4783.0,0.0,0.0,4783.0,0.0,0.0,0.0,3.0,5.0,0.0,2.0,1,0,0,0
1827,22476,67,1,0,712,712.0,0.0,0.0,712.0,0.0,0.0,0.0,1.0,20.0,5.0,0.0,0,0,0,1
1835,23305,34,0,1,1356,1356.0,0.0,0.0,1356.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0,1,0,0
1838,43695,45,1,0,759,759.0,0.0,0.0,759.0,0.0,0.0,0.0,12.0,8.0,0.0,10.0,0,1,0,0
1850,40848,55,0,1,8685,3998.0,4687.0,0.0,3998.0,0.0,0.0,4687.0,6.0,4.0,5.0,5.0,0,1,0,0
1857,17967,63,0,1,2741,2741.0,0.0,0.0,2741.0,0.0,0.0,0.0,3.0,17.0,4.0,2.0,1,0,0,0
1864,13518,18,1,0,9013,8006.0,0.0,1007.0,4440.0,3566.0,0.0,1007.0,2.0,13.0,4.0,1.0,0,1,0,0
1873,32116,58,0,1,3668,3668.0,0.0,0.0,3668.0,0.0,0.0,0.0,2.0,0.0,5.0,6.0,0,1,0,0
1877,13918,19,0,1,873,873.0,0.0,0.0,873.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,0,1,0,0
1881,20854,61,1,0,7827,5989.0,1838.0,0.0,2827.0,0.0,3162.0,1838.0,7.0,6.0,5.0,5.0,0,1,0,0
1891,23891,26,0,1,2939,511.0,0.0,2428.0,511.0,0.0,0.0,2428.0,9.0,0.0,3.0,9.0,0,0,0,1
1900,46153,56,1,0,316,316.0,0.0,0.0,316.0,0.0,0.0,4295.0,6.0,9.0,3.0,5.0,0,1,0,0
1907,10807,31,0,1,4040,4040.0,0.0,0.0,4040.0,0.0,0.0,0.0,2.0,0.0,4.0,5.0,1,0,0,0
1910,33300,32,0,1,6193,3865.0,0.0,2328.0,3865.0,0.0,0.0,2328.0,9.0,3.0,0.0,4.0,1,0,0,0
1914,36614,19,1,0,8137,3401.0,4736.0,0.0,3401.0,0.0,0.0,8395.0,9.0,6.0,11.0,2.0,0,1,0,0
1924,5981,19,0,1,2053,2053.0,0.0,0.0,2053.0,0.0,0.0,0.0,3.0,3.0,6.0,5.0,1,0,0,0
1930,8946,39,1,0,6104,5047.0,0.0,1057.0,5047.0,0.0,0.0,4072.0,3.0,6.0,1.0,4.0,0,1,0,0
1936,16361,26,1,0,2172,2172.0,0.0,0.0,2172.0,0.0,0.0,0.0,4.0,5.0,5.0,4.0,0,1,0,0
1942,48634,54,1,0,5963,5963.0,0.0,0.0,4565.0,0.0,0.0,5142.0,6.0,3.0,3.0,0.0,0,0,0,1
1947,43690,60,1,0,873,873.0,0.0,0.0,873.0,0.0,0.0,0.0,8.0,4.0,8.0,3.0,0,0,0,1
1953,31073,66,0,1,2460,2460.0,0.0,0.0,2460.0,0.0,0.0,0.0,7.0,14.0,1.0,0.0,0,1,0,0
1961,31741,24,0,1,5384,3127.0,2257.0,0.0,3127.0,0.0,0.0,2257.0,9.0,24.0,0.0,0.0,1,0,0,0
1969,6476,32,1,0,2058,2058.0,0.0,0.0,2058.0,0.0,0.0,0.0,9.0,4.0,8.0,0.0,0,0,0,1
1974,35355,27,1,0,6000,3319.0,2681.0,0.0,3319.0,0.0,0.0,2681.0,3.0,6.0,2.0,8.0,0,0,0,1
1984,39216,28,1,0,6634,6634.0,0.0,0.0,3521.0,0.0,3113.0,0.0,6.0,9.0,6.0,0.0,0,1,0,0
1990,23944,24,1,0,4704,4704.0,0.0,0.0,4704.0,0.0,0.0,0.0,4.0,3.0,5.0,2.0,0,1,0,0
1996,39209,36,0,1,3334,3334.0,0.0,0.0,3334.0,0.0,0.0,0.0,2.0,5.0,9.0,1.0,0,1,0,0
2002,31204,47,0,1,3679,3679.0,0.0,0.0,3679.0,0.0,0.0,0.0,4.0,5.0,0.0,3.0,0,1,0,0
2006,21097,29,0,1,1912,1565.0,0.0,347.0,1565.0,0.0,0.0,347.0,1.0,3.0,3.0,5.0,0,0,0,1
2011,46410,69,0,1,1391,1391.0,0.0,0.0,1391.0,0.0,0.0,3924.0,1.0,10.0,3.0,4.0,0,1,0,0
2017,28121,30,0,1,1327,1327.0,0.0,0.0,1327.0,0.0,0.0,0.0,16.0,4.0,0.0,1.0,0,0,0,1
2024,41291,41,0,1,4521,4521.0,0.0,0.0,4521.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0,1,0,0
2025,3388,55,1,0,3107,3107.0,0.0,0.0,3107.0,0.0,0.0,0.0,1.0,4.0,1.0,5.0,0,1,0,0
2029,18171,61,1,0,1200,1200.0,0.0,0.0,1200.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,1,0,0,0
2031,1701,26,1,0,7880,4549.0,3331.0,0.0,2176.0,0.0,2373.0,3331.0,0.0,7.0,7.0,10.0,0,1,0,0
2038,19040,51,1,0,2284,2284.0,0.0,0.0,2284.0,0.0,0.0,0.0,11.0,5.0,0.0,0.0,0,1,0,0
2044,23448,39,0,1,1079,1079.0,0.0,0.0,1079.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,1,0,0,0
2047,30599,48,1,0,504,504.0,0.0,0.0,504.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0,1,0,0
2050,29272,69,0,1,4853,4853.0,0.0,0.0,4853.0,0.0,0.0,0.0,12.0,2.0,3.0,5.0,0,0,0,1
2058,39376,65,0,1,544,544.0,0.0,0.0,544.0,0.0,0.0,987.0,0.0,3.0,1.0,0.0,1,0,0,0
2061,42163,35,0,1,10448,4275.0,3430.0,2743.0,3841.0,0.0,0.0,6607.0,8.0,5.0,1.0,0.0,0,0,0,1
2067,2600,40,1,0,4614,4614.0,0.0,0.0,4614.0,0.0,0.0,0.0,13.0,12.0,7.0,0.0,0,1,0,0
2076,39294,51,0,1,7525,7525.0,0.0,0.0,5054.0,0.0,2471.0,0.0,0.0,12.0,0.0,0.0,1,0,0,0
2079,15941,30,0,1,4022,4022.0,0.0,0.0,4022.0,0.0,0.0,0.0,11.0,22.0,4.0,0.0,1,0,0,0
2088,34830,62,0,1,5165,5165.0,0.0,0.0,5165.0,0.0,0.0,0.0,8.0,10.0,0.0,5.0,1,0,0,0
2094,9723,54,1,0,4716,4716.0,0.0,0.0,4716.0,0.0,0.0,0.0,3.0,9.0,5.0,1.0,0,0,0,1
2100,13190,65,0,1,6761,6761.0,0.0,0.0,6761.0,0.0,0.0,0.0,5.0,2.0,1.0,1.0,0,1,0,0
2104,26994,64,1,0,4661,4661.0,0.0,0.0,4661.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0,1,0,0
2107,44822,61,0,1,1106,1106.0,0.0,0.0,1106.0,0.0,0.0,0.0,4.0,5.0,8.0,3.0,0,0,0,1
2115,49123,53,0,1,4626,4626.0,0.0,0.0,4626.0,0.0,0.0,0.0,2.0,7.0,0.0,2.0,1,0,0,0
2119,19930,45,1,0,1088,1088.0,0.0,0.0,1088.0,0.0,0.0,0.0,9.0,0.0,7.0,0.0,0,1,0,0
2123,5935,24,1,0,1733,968.0,0.0,765.0,968.0,0.0,0.0,765.0,2.0,1.0,8.0,5.0,0,1,0,0
2128,34070,23,1,0,7640,4912.0,0.0,2728.0,4912.0,0.0,0.0,2728.0,16.0,4.0,4.0,5.0,0,1,0,0
2136,41367,61,0,1,2930,2930.0,0.0,0.0,2930.0,0.0,0.0,0.0,1.0,8.0,0.0,2.0,0,1,0,0
2141,16959,22,0,1,6133,6133.0,0.0,0.0,6133.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0,1,0,0
2145,132,20,0,1,4045,4045.0,0.0,0.0,4045.0,0.0,0.0,0.0,5.0,14.0,0.0,5.0,1,0,0,0
2151,6960,69,0,1,4976,4976.0,0.0,0.0,4976.0,0.0,0.0,3151.0,4.0,4.0,5.0,0.0,0,1,0,0
2154,30625,70,1,0,7821,3580.0,0.0,4241.0,3580.0,0.0,0.0,4241.0,1.0,5.0,8.0,2.0,0,1,0,0
2159,3505,48,1,0,4225,4225.0,0.0,0.0,4225.0,0.0,0.0,0.0,3.0,8.0,0.0,6.0,1,0,0,0
2164,3190,31,0,1,9428,9428.0,0.0,0.0,4916.0,4512.0,0.0,0.0,9.0,11.0,0.0,1.0,0,0,0,1
2171,3828,31,0,1,3885,3885.0,0.0,0.0,3885.0,0.0,0.0,0.0,6.0,0.0,9.0,4.0,0,1,0,0
2176,2753,20,0,1,421,421.0,0.0,0.0,421.0,0.0,0.0,0.0,0.0,12.0,0.0,5.0,1,0,0,0
2180,27121,56,0,1,6864,6864.0,0.0,0.0,2908.0,3956.0,0.0,3930.0,5.0,15.0,8.0,9.0,0,1,0,0
2192,8325,46,1,0,3614,3614.0,0.0,0.0,3614.0,0.0,0.0,0.0,2.0,19.0,2.0,0.0,0,1,0,0
2199,39479,67,0,1,5900,4670.0,0.0,1230.0,4670.0,0.0,0.0,1230.0,0.0,5.0,3.0,3.0,0,0,0,1
2202,47737,48,0,1,5633,2264.0,3369.0,0.0,2264.0,0.0,0.0,3369.0,9.0,3.0,6.0,2.0,0,1,0,0
2210,16125,62,0,1,1154,1154.0,0.0,0.0,1154.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0,0,0,1
2212,48787,62,0,1,4552,4068.0,484.0,0.0,4068.0,0.0,0.0,484.0,4.0,3.0,15.0,5.0,1,0,0,0
2219,6608,40,0,1,2032,2032.0,0.0,0.0,2032.0,0.0,0.0,0.0,0.0,8.0,6.0,0.0,1,0,0,0
2223,39143,53,1,0,6210,5572.0,638.0,0.0,4477.0,0.0,0.0,1733.0,0.0,0.0,6.0,7.0,0,1,0,0
2228,42375,66,0,1,3480,3480.0,0.0,0.0,3480.0,0.0,0.0,0.0,5.0,8.0,5.0,3.0,0,0,0,1
2234,7203,43,0,1,1751,1225.0,0.0,526.0,1225.0,0.0,0.0,526.0,10.0,6.0,14.0,0.0,0,1,0,0
2242,13678,49,0,1,2973,2973.0,0.0,0.0,2973.0,0.0,0.0,0.0,10.0,2.0,3.0,0.0,0,1,0,0
2246,43287,20,1,0,4429,4429.0,0.0,0.0,4429.0,0.0,0.0,0.0,3.0,4.0,7.0,3.0,0,1,0,0
2254,30781,62,1,0,7237,4111.0,0.0,3126.0,4111.0,0.0,0.0,3126.0,10.0,6.0,0.0,13.0,0,0,0,1
2264,6237,28,0,1,1556,1556.0,0.0,0.0,1556.0,0.0,0.0,0.0,3.0,10.0,0.0,1.0,0,1,0,0
2270,13708,46,0,1,3666,3666.0,0.0,0.0,3666.0,0.0,0.0,0.0,6.0,4.0,5.0,1.0,0,1,0,0
2275,25526,20,0,1,4979,4979.0,0.0,0.0,1232.0,3747.0,0.0,0.0,6.0,0.0,1.0,12.0,0,0,0,1
2283,12901,66,0,1,2417,2417.0,0.0,0.0,2417.0,0.0,0.0,0.0,12.0,5.0,10.0,5.0,0,1,0,0
2293,36160,40,1,0,2904,2904.0,0.0,0.0,2904.0,0.0,0.0,0.0,1.0,12.0,6.0,0.0,0,0,0,1
2299,31627,33,0,1,2743,2743.0,0.0,0.0,2743.0,0.0,0.0,5301.0,2.0,14.0,4.0,0.0,0,1,0,0
2306,1347,60,1,0,2873,2873.0,0.0,0.0,2873.0,0.0,0.0,0.0,10.0,0.0,3.0,0.0,0,0,1,0
2309,14063,23,1,0,3060,3060.0,0.0,0.0,3060.0,0.0,0.0,0.0,7.0,3.0,4.0,4.0,0,0,0,1
2314,29617,24,1,0,3902,3902.0,0.0,0.0,3902.0,0.0,0.0,0.0,2.0,7.0,2.0,0.0,0,1,0,0
2318,33739,22,0,1,1803,1803.0,0.0,0.0,1803.0,0.0,0.0,0.0,11.0,11.0,0.0,10.0,0,1,0,0
2329,24903,30,0,1,4488,519.0,0.0,3969.0,519.0,0.0,0.0,3969.0,3.0,12.0,0.0,6.0,0,1,0,0
2337,13591,61,1,0,3498,3498.0,0.0,0.0,3498.0,0.0,0.0,4859.0,10.0,7.0,2.0,1.0,0,0,0,1
2344,44217,22,1,0,5059,4650.0,409.0,0.0,3276.0,1374.0,0.0,409.0,4.0,7.0,7.0,0.0,0,1,0,0
2350,4593,57,0,1,3761,3761.0,0.0,0.0,3761.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,0,1,0,0
2353,38318,19,0,1,3845,3845.0,0.0,0.0,3845.0,0.0,0.0,0.0,1.0,2.0,5.0,0.0,0,1,0,0
2356,8474,51,1,0,2134,2134.0,0.0,0.0,1245.0,0.0,889.0,0.0,18.0,6.0,6.0,2.0,0,1,0,0
2369,24839,42,0,1,3593,3593.0,0.0,0.0,3593.0,0.0,0.0,3249.0,2.0,11.0,0.0,0.0,0,1,0,0
2374,16973,29,0,1,1522,1522.0,0.0,0.0,1522.0,0.0,0.0,0.0,2.0,9.0,2.0,0.0,0,0,1,0
2380,31103,30,0,1,873,873.0,0.0,0.0,873.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0,1,0,0
2381,32072,25,0,1,3304,2279.0,1025.0,0.0,2279.0,0.0,0.0,2225.0,6.0,3.0,11.0,4.0,1,0,0,0
2388,17256,55,0,1,332,332.0,0.0,0.0,332.0,0.0,0.0,0.0,2.0,0.0,1.0,7.0,1,0,0,0
